textid	text	condition	label
2254	EUROPE CRASHES AND BURNS, As EU Officials FINALLY Admit Secret About “Refugees” They’ve Known For A While	news	1
2255	GROUP WITH TERROR TIES Encourages Muslims To Swing U.S. Presidential Elections: “Turn Your Islamic Centers, Mosques Into Registration Centers For Voters”	news	1
2256	THE REAL TRUTH ABOUT WHY OBAMA Is Planting Muslim Refugees In Small Towns Across America	news	1
2257	BERNIE SANDERS’ ECONOMIC POLICY Explained In One BRUTAL Meme	news	1
2258	MIGRANT GIRLS AS YOUNG AS 11 Arrive In Sweden Married And Pregnant	news	1
2259	Germany’s Angela Merkel Makes Incredibly Naive Announcement: EVERY MIGRANT MUST LEAVE…After THIS One Condition Is Met…	news	1
2260	Homeless Man Dies Next To 4-STAR HOTEL…Your Blood Will Boil When You See Who Is Living Inside Hotel	news	1
2261	HOW HILLARY CLINTON Has Secured Her Husband’s Legacy As “A Rapist” And Hers As An “Enabler” [VIDEO]	news	1
2262	“GET ANGRY”: HOW OBAMA’S “Purple Army” Is Teaming Up With Illegal Aliens To Steal The Vote In 2016	news	1
2263	TOP NAVY COMMANDER RELEASED After Reportedly Revealing Secret About Obama	news	1
2264	FEEL THE BERN! Watch Bernie Sanders’ Supporters Embarrassed By Their Own Hypocrisy In Hysterical “Gotcha” Video	news	1
2265	BREAKING NEWS: Obama To Meet With Special Guest In Oval Office… Is This Proof That Hillary’s Campaign Is Officially Over?	news	1
2266	HE MADE A LIVING Convincing Swede’s That Muslims Were Falsely Portrayed…His New Job Proves Everything He Said Was A Lie	news	1
2267	OBAMA TO VISIT MOSQUE WHERE RADICAL IMAM Condones Suicide Bombings…Even MORE Unbelievable Is List Of Muslims Who Committed Horrific Acts Of Terror Against Americans Who Prayed There	news	1
2268	WATCH: Angry Muslims Tell Christians They Will Take Over Britain	news	1
2269	DOJ and FBI Are “Super Pissed Off” At Troubling Pattern Of Lawless Obama Covering For Hillary	news	1
2270	OLDER HUSBANDS ALLOWED TO SLEEP WITH Child Brides On Weekends At Danish Asylum Centers	news	1
2271	HYSTERICAL…THE DEMOCRAT CONVENTION Schedule Is Revealed	news	1
2272	HOW BLACK LIVES MATTER Terrorists And Cop Killings Can Be Traced Back To Barack Hussein Obama	news	1
2273	UNDERCOVER VIDEO EXPOSES Obama’s Lies About “Gun Show Loopholes”	news	1
2274	OBAMA’S OPEN BORDERS Crisis Just Got Real…WHO Warns Of “EXPLOSIVE SPREAD” Of Dangerous Virus [VIDEO]	news	1
2275	GUNFIGHT ERUPTS: Muslim Migrants Fight To Keep Minority Christians Out Of Camp in Northern France	news	1
2276	OBAMA’S RADICAL DHS Chief Vows To “Protect” Muslims From Americans During Speech At DC Mosque	news	1
2277	ACTOR ROB LOWE Blasts Greedy Socialist Bernie Sanders	news	1
2278	Refugee Living In England Arrested For Threatening To “Cut Out His Wife’s Heart” Because She Was Becoming “Too English”	news	1
2279	MICHELLE OBAMA Dishes Dirt On Barack: “He barely got his work done…He was a bum!” [VIDEO]	news	1
2280	WATCH: EBONY MAGAZINE EDITOR Destroy Hillary With One Embarrassing Question	news	1
2281	ALL HELL BREAKS LOOSE IN FRANCE…	news	1
2282	PARENTS FURIOUS After Austrian Teacher Changes Lyrics In Christian Hymn From “God’s” To “Allah’s” Love Is So Great	news	1
2283	FLINT RESIDENTS TOLD TO PAY BILLS FOR POISON WATER Or They May Have Their Children Taken Away	news	1
2284	CHECK OUT NEW BEN & JERRY’S FLAVOR: Touting America’s Favorite Socialist	news	1
2285	PROMINENT DEMOCRAT CLAIMS Old, White, Leftist Males Are Waiting In The Wings For Hillary To Fall	news	1
2286	JESSE JACKSON STYLE SHAKEDOWN: NAACP President Caught Selling Endorsements For Political Candidates	news	1
2287	HARD-CORE, CONSERVATIVE, Street Artist, Sabo Videotapes Visit From Secret Service…Who Is This Guy? Why Does Obama Fear Him?	news	1
2288	TORONTO IMAM WANTS MUSLIMS To Only Do Business With Muslims, Work Together To Implement Sharia Law	news	1
2289	MUSLIM REFUGEES DUMP GARBAGE In Streets To Protest Insufficient Wi-Fi In Housing	news	1
2290	VIRAL VIDEO: German Youth Deliver Powerful Anti-Refugee Message To Political Leaders: “We are ready for the Reconquista!”	news	1
2291	DANISH CITY OVERRUN WITH MUSLIM MIGRANTS Makes Pork Mandatory On All Municipal Menus	news	1
2292	FLASHBACK: BERNIE SANDERS’ Socialist Democrat Party Asks, “Why Not Peace With Hitler?” [VIDEO]	news	1
2293	COMEDY GOLD ON DETROIT NEWS: “Willy” Dumps His Tires In The Wrong Spot [Video]	news	1
2294	HOLLYWOOD ‘HAS BEEN’ HYPOCRITE Danny DeVito Tells America: “We Are A Bunch Of Racists” [VIDEO]	news	1
2295	WHEN DIVERSITY TRUMPS ALL: Bishop Of London Suggests Vicars Should Reach Out To Muslims By Making This Major Change In Their Appearance	news	1
2296	IS LONDON About To Elect Its First MUSLIM Mayor? [VIDEO]	news	1
2297	GRAB THE POPCORN: “Best Actress” Nominee On Oscar Boycott, “It’s anti-white racism…Maybe the black actors don’t deserve to be on the final stretch?’	news	1
2298	GERMANY CRISIS ESCALATES: Muslim Migrants Masturbating in Pools, Defecating In Showers And Pool, Storm Women’s Locker Rooms	news	1
2299	ABORTION Employees Give GUT-WRENCHING Accounts Of LIVE BABY KILLINGS: “twisting the head off the neck with his own bare hands” [VIDEO]	news	1
2300	WATCH: Only 6 People Show Up To See Hillary At TX Airport…And She IGNORED All 6 Of Them	news	1
2301	MUSLIM Illegal Alien Claims SEX WITH DEAD GIRL Is Not A Crime…Lawyers Fight To Have Charges Dropped	news	1
2302	HOLLYWOOD RACE WAR HEATS UP: Full Metal Jacket Actor SHUTS DOWN Race-Baiting Hotel Rwanda Star	news	1
2303	16 YR OLD GERMAN GIRL IN VIRAL VIDEO PLEADS: “you Muslims have no right to physically assault or rape us…The politicians live alone in their villas, drink their cocktails, and do nothing”	news	1
2304	TREASON? White House Says It’s “Entirely likely,” “Even expected” Iran Will Use $Billions In Sanctions Relief For Terrorism [VIDEO]	news	1
2305	CIA INSPECTOR: “Hillary endangered lives” FORMER JUDGE: Hillary Is A “Prime candidate for prosecution”	news	1
2306	WATCH WILL SMITH EXPLAIN Why He’s Joining His Wife’s Hollywood Race War	news	1
2307	TRANSGENDER CRIES VICTIM When Airline Security Made Her Remove “That thing” Caught On Scanner	news	1
2308	SECRET SERVICE PROTECTS OBAMA’S DAUGHTERS While These Illegal Alien Pedophiles Threaten Our Children	news	1
2309	BRITISH MAN GOES UNDERCOVER, Makes Chilling Video In “Welcoming” Neighborhood Mosque	news	1
2310	WORDS OF WISDOM FROM ‘THE VIEW’: Whoopie Threatens To Leave U.S. If Trump Doesn’t Stop Picking On Immigrants, While Joy Behar Offers Some Incoherent Thoughts On WWII	news	1
2311	WATCH: BLACK ACTRESS Stacey Dash Destroy Argument By Hollywood Race Agitator And Wife Of Will Smith: “Either we want to have segregation or integration”	news	1
2312	BREAKING: Obama-Holder Fast N’ Furious Rifle Found In El Chapo Hideout Capable Of Downing A Helicopter	news	1
2313	NEW POLL SHOWS DEMOCRATS Under 50 Prefer Old, White Marxists To Serial Criminals In Pants Suits	news	1
2314	IF YOU’RE EASILY OFFENDED, Don’t Watch This American Pastor’s Rant: “Has America Gone Stupid?”	news	1
2315	HOLY BETRAYAL OF AMERICA’S NATIONAL SECURITY: New Evidence Shows Hillary Emailed “Most Secretive” Classified Material On Private Unsecured Server	news	1
2316	THE HEARTLESS MARXIST: What Bernie Sanders Did To Over 300 Homeless People Proves He Only Cares About Himself	news	1
2317	UNBELIEVABLE! VINTAGE VIDEO EXPOSES Racist First Family: Michelle Obama’s mom says Barack’s mixed race “didn’t concern me as much as if he was completely white”	news	1
2318	SUPREME COURT AGREES TO TAKE ON Obama’s Un-American Plan To Shield Millions Of Illegals From Deportation	news	1
2319	ANGELINA JOLIE HUMILIATED Barack Obama On World Stage Over Weak Leadership On Terrorism	news	1
2320	EYE-OPENING: Why Liberals Won’t Talk About White, Poverty-Stricken, Rural Americans	news	1
2321	28 YR OLD REFUGEE Turned European Soccer Star, Accused Of RAPING 19 Yr Old And LYING About His Age	news	1
2322	BREAKING UPDATE ON Obama’s War On Cops: Ohio Police Officer Murdered By Thug “looking to kill an officer” [VIDEO]	news	1
2323	RARE INTERVIEW WITH WHITE HOUSE SECRETARY: Bill Clinton Had Affairs With “thousands of women”…”Monica Lewinsky is alive today because of choices I made”	news	1
2324	BRITISH WOMAN LOSES VIRGINITY To Asylum Seeking Rapist On Her Way To Church	news	1
2325	BREAKING UDATE: IRAN CONFIRMS $1.7 BILLION Was RANSOM Payment For Prisoners And NOT Part Of “Nuclear Deal” ORIGINAL STORY: OBAMA AND KERRY Agree To Give Iran $1.7 BILLION U.S. Taxpayer Dollars As “Settlement”	news	1
2326	WATCH HILLARY SQUIRM When Mainstream Media Asks If She Plans To Watch “13 Hours” Movie	news	1
2327	AUSTRIAN PARENTS AND TEACHERS Sacrifice Young Girls At Liberal Altar: Teen Refugees Sexually Abuse School Girls For Months	news	1
2328	MUSLIM ASSIMILATION UPDATE: Migrants Arrested For STONING Transgender Women In GERMANY	news	1
2329	NOT TO BE MISSED! The Brilliant Daniel Hannan On Socialism Versus Liberty: “Hitler was a socialist” [Video]	news	1
2330	UFC Fighter And Former U.S. Special Forces Sniper Offered FBI Protection After ISIS Makes “Credible Threats” Against Him…His Response Is PRICELESS [VIDEO]	news	1
2331	NEW YORK CITY VALUES? “Masturbation Stations” Sets Up For Men To “Relieve Stress” Midday	news	1
2332	CHILLING Democrat Sponsored GUN “SEIZURE” Bill Is Introduced In GA	news	1
2333	MEET CLASSY “F*ck the police, F*ck the NRA, F*ck the law” Professor Who Met With Obama After Speech	news	1
2334	GERMAN CARNIVAL CANCELLED Over Fears Of Muslim Refugee Sex Attacks	news	1
2335	THEY KNEW! Federal Government Knew Flint, MI Water Was POISONED, Kept It Hidden…10 Have Already Died	news	1
2336	BOOM! Danish Government Considers Seizing Migrant’s Valuables To Pay For Benefits	news	1
2337	IS GOP ESTABLISHMENT Responsible For Pro-Amnesty Spanish Version Of Nikki Haley’s GOP Response To Obama’s SOTU? [Video]	news	1
2338	THIS INTERNATIONAL COMPANY Is Luring Refugees And Illegals To America…Do You Buy Meat From Them?	news	1
2339	OBAMA GIVES UN Authority To Vet 9,000 “Refugees” From Latin America To U.S.	news	1
2340	DID IRAN RELEASE This Footage Of Captured U.S. Sailor Apologizing To Humiliate America?	news	1
2341	MIGRANTS BRUTALLY GANG RAPE 3 YR OLD BOY At Asylum Center In Norway	news	1
2342	BREAKING: “Al Jazeera America” Shuts Down	news	1
2343	OBAMA READY TO DO BATTLE With America: Will “aggressively defend” Bringing Muslim Refugees To U.S.	news	1
2344	YOU WON’T BELIEVE Why Students In Communist Wisconsin Are No Longer Allowed To Chant “U.S.A.” At Sporting Events [VIDEO]	news	1
2345	MAN MAKES VIRAL VIDEO: Demonstrates How Obama Made Himself Cry During Gun Control Speech	news	1
2346	RUBIO DOUBLES DOWN ON Putting Illegal Aliens Before Americans	news	1
2347	BREAKING: OBAMA JUST RELEASED GITMO Prisoner Who Said He Would “Kill Americans” If He Was Released [VIDEO]	news	1
2348	Iraqi forces take control of Kurdish-held areas in Mosul's Niveveh's province	news	0
2349	PM praises Italy's migrant policy as U.N. cites humanitarian crisis	news	0
2350	U.N. Tribunal schedules verdict in Mladic war crimes trial for Nov. 22	news	0
2351	Austria's far-right stakes claim to interior ministry ahead of coalition talks	news	0
2352	Greek police cut down to size: EU court rules for women	news	0
2353	Explosion damages Swedish police station, none injured	news	0
2354	May might leave next stage of Brexit bill until next month	news	0
2355	Kenya opposition calls for protests on date repeat election due	news	0
2356	Rights groups urge EU, Japan to consider halt in funding for  Cambodian election	news	0
2357	Coming of age in an era of prosperity: Meet China's 'bubble generation'	news	0
2358	Return of Bangladesh opposition chief could herald more active politics	news	0
2359	Saudi Arabia to vet use of Prophet's sayings to counter extremism	news	0
2360	Reveal your sources: Swiss suspect told in German spy trial	news	0
2361	Qatar emir says open to dialogue to resolve Gulf crisis	news	0
2362	Germany suspends training of Kurdish fighters in northern Iraq	news	0
2363	Saudi airplane arrives in Baghdad, first time in 27 years	news	0
2364	At least 1,300 Dutch girls per year trafficked, exploited	news	0
2365	EU calls on Israel to stop plans for new West Bank settlements	news	0
2366	Iran military chief of staff says not acceptable for Israel to violate Syria	news	0
2367	Kenyan election board chairman says hard to guarantee free election	news	0
2368	Turkey's talks with U.S. on visa crisis going in 'good direction', Erdogan spokesman says	news	0
2369	Russian, Israeli leaders discuss Iran nuclear program, Syria, Iraq	news	0
2370	Austrian president tells Kurz to heed 'European values' on coalition	news	0
2371	Defiant Kurds shrug off risk of trade war after independence vote	news	0
2372	Thai king marks completion of royal cremation site ahead of funeral	news	0
2373	Bosnia's Serb region declares neutrality in bid to block NATO membership	news	0
2374	ASPIRATIONS: Young Chinese seize the day, seize the hour	news	0
2375	Japan ruling coalition seen winning around two-thirds  majority: Kyodo	news	0
2376	Pakistani Taliban suicide bomber rams police truck, kills seven	news	0
2377	Vietnam arrests dissident for attempt to overthrow government	news	0
2378	Xi says China will continue to open its economy, deepen financial reforms	news	0
2379	China vows to scrap secret interrogations of Communist Party members	news	0
2380	Kosovo urges U.S. involvement in Belgrade, Pristina talks	news	0
2381	Khamenei says Europe should stop interfering in Iran's missile work, regional policy: TV	news	0
2382	After victory in Raqqa over IS, Kurds face tricky peace	news	0
2383	Britain says chances of resolving Northern Ireland impasse 'not positive'	news	0
2384	Seoul considers unilateral sanctions against North Korea	news	0
2385	Turkey's visa crisis with the United States is unnecessary: Turkish minister	news	0
2386	Amid strained ties, North Korea congratulates China on party congress	news	0
2387	China's Xi says can thwart Taiwan independence, Taiwan says democracy first	news	0
2388	Mission impossible? Merkel's coalition conundrum just got harder	news	0
2389	Two injured in shooting at South Africa's Cape Town airport	news	0
2390	Philippines arrests militant widow for trying to recruit fighters	news	0
2391	Son of Thailand's ex-PM Thaksin charged with money-laundering	news	0
2392	Underdog center-left party may outperform expectations in Japan snap poll	news	0
2393	Taliban attacks kill at least 69 across Afghanistan	news	0
2394	Defeat of Islamic State in Raqqa may herald wider struggle for U.S.	news	0
2395	New Zealand's kingmaker party sets Thursday to unveil result of talks to form government	news	0
2396	Taiwan says its 23 million people will decide their future	news	0
2397	New Zealand's kingmaker party to make announcement on government formation on Thursday	news	0
2398	China must cooperate with other nations on climate change: Xi	news	0
2399	China will stick to supply side structural reform, overcapacity reduction efforts	news	0
2400	China's Xi: any attempt to separate Taiwan from China will be thwarted	news	0
2401	China to establish leading group for law-based governance	news	0
2402	Xi says China will boost efforts to tackle terrorism, extremism	news	0
2403	Mexico's Pemex fires warehouse workers for oil theft	news	0
2404	After Somalia's deadliest bombing, a brother's desperate search	news	0
2405	Xi says China has zero tolerance for corruption within the party	news	0
2406	'One China' principle must be maintained, China's Xi says	news	0
2407	Panama to send immigration envoys to China as visa limits lifted	news	0
2408	Xi says China will let the market play decisive role in resource allocation	news	0
2409	Xi says China will oppose any behaviors that try to separate the country	news	0
2410	Xi says China has prevented Taiwan independence over past five years	news	0
2411	Japan Inc wants Abe election win, but smaller majority	news	0
2412	Qatar suggests Gulf crisis hurts fight against Islamic State: CNBC	news	0
2413	U.S. mulls potential F-16 sale to Greece: Trump	news	0
2414	Greek prime minister says Turkey should continue its European orientation	news	0
2415	Venezuela's Maduro defends disputed vote, opposition divided	news	0
2416	Jailed British-Iranian charity worker received letter from ex-UK PM Cameron: prosecutor	news	0
2417	Jailed British-Iranian charity worker received letter from ex-UK PM Cameron: prosecutor	news	0
2418	Islamic State defeated in its Syrian capital Raqqa	news	0
2419	U.S. official says not ruling out eventual direct talks with North Korea	news	0
2420	Catalonia refuses to renounce independence, separatist protesters rally	news	0
2421	U.S. will help restore water, power to Raqqa after fall of Islamic State	news	0
2422	Gaddafi son in good health, following politics: family lawyer	news	0
2423	U.S. condemns killing of Malta journalist, says FBI assisting probe	news	0
2424	Israel: No peace talks with Palestinian government reliant on Hamas	news	0
2425	U.N. urges Bangladesh to move Rohingya refugees stranded at border	news	0
2426	Kurds abandon territory in the face of Iraq government advance	news	0
2427	Argentina judges seek detention of Fernandez ally	news	0
2428	French police arrest 10 far-right militants	news	0
2429	Myanmar journalists fly home as Bangladesh drops charges	news	0
2430	Eighteen injured in bomb attack on police vehicle in Turkey's Mersin province	news	0
2431	British spy chief says Islamist militants can execute deadly attack plans in just days	news	0
2432	Central African Republic children starve as aid workers flee fighting	news	0
2433	Ninety percent of Raqqa retaken from Islamic State - U.S. military	news	0
2434	Iran aircraft deals hang by thread as Trump targets Tehran	news	0
2435	U.S. policy on Iran won't harm its oil industry: minister	news	0
2436	Chaotic response to Somali bombing cost lives, medics say	news	0
2437	Fighting in Libyan capital closes airport	news	0
2438	Up to 11 killed in Iraqi-Kurdish clash: U.S. military	news	0
2439	Britain summons Chinese ambassador after UK activist denied Hong Kong entry	news	0
2440	German coalition watch: Merkel says compromises inevitable	news	0
2441	Seven miners killed, one missing in coal mine collapse in Turkey	news	0
2442	Ex-soccer star 'King George' nears goal of Liberia presidency	news	0
2443	EU rebuffs British PM May, demands more concessions on Brexit	news	0
2444	German court sentences 88-year-old Holocaust denier to jail	news	0
2445	Factbox: Raqqa - Islamic State's Syrian HQ has fallen	news	0
2446	UK says needs 1,200 officials to register EU nationals after Brexit	news	0
2447	Russian opposition leader's fraud conviction arbitrary, Europe's top rights court says	news	0
2448	South African reshuffle irks ANC allies, Zuma confidant to oversee nuclear deal	news	0
2449	Kenya's Odinga pulled out of election to avoid defeat: deputy president	news	0
2450	Suspected U.S. drone strikes kill 31 on Pakistan-Afghanistan frontier	news	0
2451	Polish President Duda says hopes Turkey will join EU	news	0
2452	Hungary eases pressure on international universities in Soros row	news	0
2453	POLITICS: Xi Jinping's compliant generation	news	0
2454	GENERATION GAP: China's one-child generation grows up	news	0
2455	INTERNET: Living with the Great Firewall of China	news	0
2456	Ghana and Ivory Coast act to implement ruling on maritime border dispute	news	0
2457	Young Chinese woman chases dream abroad, but looks wistfully home	news	0
2458	A 'goddess party secretary' ponders her future in fast-moving China	news	0
2459	Cash and coffee: a young woman's path in a changing China	news	0
2460	Afghan schools closing due to violence, undermining gains in educating girls, says rights group	news	0
2461	China state media attacks Western democracy ahead of Congress	news	0
2462	China will not deviate from path of reform, says party spokesman	news	0
2463	China party spokesman says anti-graft fight 'always on the road'	news	0
2464	China combat veteran, close ally of Xi, to get promotion: sources	news	0
2465	Fruit, prawns off the menu at China's austere party Congress	news	0
2466	A young Chinese rebel feels the pull of family ties	news	0
2467	China steps up war on poverty, though some still left behind	news	0
2468	As China's leaders gather, market reform hopes fade	news	0
2469	China's Xi set to codify legal clout, anti-graft campaign at congress	news	0
2470	Detention of Catalan activists a judicial, not political, matter: Spain justice minister	news	0
2471	EU Commission 'horrified' by killing of Maltese journalist	news	0
2472	Philippine president declares Marawi liberated as battle goes on	news	0
2473	UK hate crimes surge on Brexit and militant attacks	news	0
2474	Islamic State cleared from Syria's Raqqa: monitor	news	0
2475	Inspection battle threatens Egypt's wheat supply	news	0
2476	U.S.-backed Syrian militias raise flag in Raqqa stadium	news	0
2477	Labour leader and other UK lawmakers could lose seats in cost cutting plan	news	0
2478	Iraqi forces take control of all oil fields operated by state-owned North Oil in Kirkuk	news	0
2479	Kurdish forces pullout from Khanaqin area on Iraq-Iran border, security sources say	news	0
2480	New Jakarta governor faces backlash for racially tinged speech	news	0
2481	Japanese PM Abe sends ritual offering to Yasukuni shrine for war dead	news	0
2482	U.S.-backed militia to capture last Raqqa areas in hours: spokesman	news	0
2483	Three arrested in Malaysia for suspected beer festival bomb plot	news	0
2484	'Vanishing village' looks to Japan's LDP for survival	news	0
2485	Israel approves building plans for 31 settler homes in West Bank's Hebron	news	0
2486	Iraqi forces seize oil city Kirkuk from Kurds in bold advance	news	0
2487	U.S. takes aim at Yemeni Islamic State for first time	news	0
2488	Italy's Berlusconi says center-right agrees pact on next PM candidate	news	0
2489	London art auction raises $2.5 million for survivors of deadly Grenfell Tower blaze	news	0
2490	U.S.-backed militias say they take major Raqqa position from ISIS	news	0
2491	Russian, Iranian diplomats to discuss Iran nuclear deal this week: Ifax	news	0
2492	Iraqi-backed Yazidi group takes over Sinjar after Kurdish pullout: residents	news	0
2493	Philippine rebels, hostages remain in Marawi, fight continues: army	news	0
2494	North Korea's 'princess' now one of the secretive state's top policy makers	news	0
2495	Malaysia says no decision yet on new offers to search for missing MH370	news	0
2496	Turkey's military says two Turkish soldiers killed in blast in northern Iraq	news	0
2497	A divided Iraq tests U.S. influence as fight against Islamic State wanes	news	0
2498	Macau plans 'simulated attacks' in security ramp-up after Vegas shooting	news	0
2499	U.S. renews call for Cambodia to release opposition leader from prison	news	0
2500	Venezuela vote dispute escalates foreign sanctions threat	news	0
2501	Britain's Johnson says as May heads to Brussels: time to begin serious Brexit talks	news	0
2502	Spain High Court jails two Catalan separatist leaders pending investigation	news	0
2503	Wildfires kill at least 39 in Portugal and Spain	news	0
2504	U.S. 'very concerned' by violence around Iraq's Kirkuk: State Department	news	0
2505	Three dead as Storm Ophelia batters Ireland	news	0
2506	U.S. strike on Islamic State camps in Yemen kills dozens: Pentagon	news	0
2507	Anti-corruption blogger killed by huge bomb in Malta	news	0
2508	U.S. 'not taking sides' in Iraqi-Kurdish dispute: Trump	news	0
2509	U.S. Army Sergeant Bergdahl could face life sentence for endangering troops	news	0
2510	May, Juncker call for faster Brexit talks	news	0
2511	Chances of 'no deal' Brexit not rising, says UK's Hammond	news	0
2512	Big drop in asylum seekers illegally crossing into Canada in September	news	0
2513	Russia's Putin signs decree imposing restrictions on North Korea	news	0
2514	Russia reopens ferry route to North Korea	news	0
2515	Spanish High Court remands in custody two Catalan separatist leaders	news	0
2516	Critic of Rwanda's president asks for freedom in court	news	0
2517	Trump says he believes Cuba responsible for attacks that hurt U.S. diplomats	news	0
2518	U.S. condemns Venezuelan elections as neither free nor fair	news	0
2519	Austria's conservative shift opens path to power for far right	news	0
2520	May, Juncker agree to step up Brexit talks pace	news	0
2521	No new ski boycott: EU changes tune on Austrian right	news	0
2522	U.S.-backed forces in final push against Islamic State Raqqa	news	0
2523	Israel says attacks Syrian unit that fired at its planes over Lebanon	news	0
2524	Syrian refugees should return to calmer areas: Lebanon president	news	0
2525	London sky turns yellow as storm blows in Saharan dust, Spanish smoke	news	0
2526	Congo elected to U.N. rights council; Britain, U.S. unhappy	news	0
2527	Mexico attorney general resigns amid debate on new top prosecutor	news	0
2528	McCain warns Iraq against misuse of U.S. arms against Kurds	news	0
2529	Four nations meet to resume stalled Afghan peace talks in Oman	news	0
2530	From Haider to Strache - the FPO's march to respectability in Austria	news	0
2531	China needs tougher clean fuel targets to meet Paris climate pact: report	news	0
2532	South Sudan opposition groups meet in Kenya to 'harmonize voices'	news	0
2533	EU defends Iran deal despite Trump, appeals to U.S. Congress	news	0
2534	U.S. military, in Iraq, urges Iraqis, Kurds to avoid escalation	news	0
2535	Croatian police detain eight former executives at Agrokor	news	0
2536	Turkey to close air space to Northern Iraq, work with Baghdad on border	news	0
2537	Italy presents low-key budget ahead of 2018 elections	news	0
2538	Death toll in collision between Tunisian navy and migrant boat reaches 34	news	0
2539	Britain and France to work to enforce Iran nuclear deal: UK PM May's office	news	0
2540	Two Turkish soldiers killed in northern Iraq: military statement	news	0
2541	Significant gaps remain in bid to restore Northern Irish power-sharing: UK PM May's office	news	0
2542	UK concerned by implications of U.S. decision on Iran deal: minister	news	0
2543	UK PM May heads to Brussels expecting 'constructive' meeting: spokesman	news	0
2544	EU maintains summit gesture to May, with conditions	news	0
2545	EU imposes oil embargo on North Korea in symbolic gesture	news	0
2546	Turkish cabinet agrees to close air space to Northern Iraq	news	0
2547	Scotland sees progress in Brexit talks with London but still objects to bill	news	0
2548	Germany's Merkel suffers state vote setback as coalition talks loom	news	0
2549	Merkel says not weakened in coalition talks by state-level defeat	news	0
2550	Death toll from Somalia bomb attacks tops 300	news	0
2551	Spain state prosecutor asks for custody for Catalan police chief: High Court	news	0
2552	Militants kill five in attack in Egypt's Sinai: interior ministry	news	0
2553	Chance of 'no deal' Brexit rises to 1-in-4: JPMorgan	news	0
2554	Iraqi forces remove Kurdish flag from Kirkuk governorate building: residents	news	0
2555	Turkey detained more than 1,200 people in last week	news	0
2556	Spanish prosecutor asks for Catalan police chief to be held in custody	news	0
2557	North Korea rejects direct talks with South Korea in Russia: RIA	news	0
2558	Iraqi forces to regain Kurdish oilfields to restart production: Iraq oil minister	news	0
2559	Police fire tear gas to halt opposition protests in two Kenyan cities	news	0
2560	Iraqi forces take control of Kirkuk governorate building unopposed: security sources	news	0
2561	Iran's Larijani says Tehran has a plan if U.S. withdraws from nuclear pact: Ifax	news	0
2562	At least 33 people died in police crackdown in Nairobi -rights groups	news	0
2563	Vietnam braces for typhoon Khanun after floods kill 72	news	0
2564	Thousands of new Rohingya refugees flee violence, hunger in Myanmar for Bangladesh	news	0
2565	Catalan government will not respond to Madrid's order on Thursday: TV3	news	0
2566	Iraq's Kurdistan shuts 350,000 bpd of oil output due to security: sources	news	0
2567	Czech ANO party dips but keeps commanding lead before vote: poll	news	0
2568	Field commander in U.S.-backed SDF expects Raqqa fight to end Monday	news	0
2569	Trump to visit Asia Nov. 3-14, focus on North Korea, alliances	news	0
2570	Vote-buying, counting glitches marred Kyrgyzstan vote: observers	news	0
2571	Merkel: State defeat hasn't weakened us before coalition talks	news	0
2572	Pope implicitly criticizes U.S. for leaving Paris climate accord	news	0
2573	Iraq warns Kurdistan not to shut down Kirkuk oil flows	news	0
2574	U.S.-led anti-Islamic State coalition says Iraqi-Kurdish clash in Kirkuk is misunderstanding	news	0
2575	Explosion in southeast Turkey kills two soldiers: CNN Turk	news	0
2576	Bill Clinton called to break Northern Ireland political impasse: source	news	0
2577	Woman dies in Ireland as a result of Storm Ophelia: RTE	news	0
2578	In New Hampshire, Indonesian Christians caught in Trump immigration crackdown	news	0
2579	On TV, France's Macron looks to style, viewers question substance	news	0
2580	Iraqi Kurds say Baghdad will pay heavy price for assault	news	0
2581	Merkel: Strong result for Austria's FPO 'big challenge' for other parties	news	0
2582	Jakarta governor sworn in amid calls from hardliners for 'Islamic lifestyle'	news	0
2583	Newsmaker: Malaysian teacher seen as new 'emir' of pro-Islamic State militants	news	0
2584	China's precedent-breaking Xi Jinping gets set to bolster his power	news	0
2585	'Mad dog' anti-Trump leaflets, suspected floated in from North Korea, turn up in Seoul	news	0
2586	EU congratulates Austria's Kurz but uneasy about possible ruling partner	news	0
2587	At least 20 killed in Portugal wildfires	news	0
2588	Bengaluru building collapse kills at least five: officials	news	0
2589	Pakistan deports Turkish school network's former director and family	news	0
2590	Philippine survey shows big support for Duterte's drugs war	news	0
2591	EU foreign policy chief expects strong EU backing for Iran deal	news	0
2592	Islamic State claims two rockets fired from Sinai into Israel	news	0
2593	Iraqi forces capture North Oil Co. from Kurdish forces; no disruption to oil production	news	0
2594	Turkey ready to cooperate with Iraq against Kurdish militants: foreign ministry	news	0
2595	Beijing proudly unveils mega-airport due to open in 2019	news	0
2596	Trump hostility set to deepen Iran power struggles	news	0
2597	Catalan leader must drop independence by Thursday: Spain deputy PM	news	0
2598	Thai hotels booked up ahead of funeral of revered king	news	0
2599	Russia condemns North Korea nuclear tests: agencies	news	0
2600	Germany's Gabriel warns of military escalation over Iran deal	news	0
2601	Philippines vows to crush pro-Islamic State groups after two leaders killed	news	0
2602	Presidential vote runner-up in Kyrgyzstan concedes defeat	news	0
2603	"Kyrgyzstan vote count problems ""significant"": OSCE-led observers"	news	0
2604	Bombs kill Pakistani soldiers hunting U.S.-Canadian family's kidnappers	news	0
2605	Spanish government says Catalan response not valid: media	news	0
